canonical,aliases,module,stateful
TI-89-92-PLUS-AMS-2.0,TI-89-AMS-2.0|TI-92-PLUS-AMS-2.0|TI89-AMS-2.0|TI92PLUS-AMS-2.0,Iconvex.Specs.TI89AMS20,false
TI-89-92-PLUS-AMS-2.0-LOSSLESS-VPUA,TI-89-AMS-2.0-LOSSLESS-VPUA|TI-92-PLUS-AMS-2.0-LOSSLESS-VPUA,Iconvex.Specs.TI89AMS20LosslessVPUA,false
TI-89-92-PLUS-AMS-2.0-RAW-VPUA,TI-89-AMS-2.0-RAW-VPUA|TI-92-PLUS-AMS-2.0-RAW-VPUA,Iconvex.Specs.TI89AMS20RawVPUA,false
TI-89-92-PLUS-AMS-2.0-VISIBLE,TI-89-AMS-2.0-VISIBLE|TI-92-PLUS-AMS-2.0-VISIBLE,Iconvex.Specs.TI89AMS20Visible,false
TI-99-4A,TI994A,Iconvex.Specs.LegacyComputingN5028.Codecs.C46,false
TRS-80-COCO-SEMIGRAPHICS4-INTERCHANGE,COCOICHG,Iconvex.Specs.LegacyComputingN5028.Codecs.C19,false
TRS-80-COCO-SEMIGRAPHICS4-VIDEO,COCOSGR4,Iconvex.Specs.LegacyComputingN5028.Codecs.C20,false
TRS-80-COCO-SEMIGRAPHICS6-VIDEO,COCOSGR6,Iconvex.Specs.LegacyComputingN5028.Codecs.C21,false
TRS-80-MODEL-4A-ALTERNATE-INTERCHANGE,TRSM4AIA,Iconvex.Specs.LegacyComputingN5028.Codecs.C56,false
TRS-80-MODEL-4A-ALTERNATE-VIDEO,TRSM4AVA,Iconvex.Specs.LegacyComputingN5028.Codecs.C59,false
TRS-80-MODEL-4A-PRIMARY-INTERCHANGE,TRSM4AIP,Iconvex.Specs.LegacyComputingN5028.Codecs.C57,false
TRS-80-MODEL-4A-PRIMARY-VIDEO,TRSM4AVP,Iconvex.Specs.LegacyComputingN5028.Codecs.C60,false
TRS-80-MODEL-4A-REVERSE-INTERCHANGE,TRSM4AIR,Iconvex.Specs.LegacyComputingN5028.Codecs.C58,false
TRS-80-MODEL-4A-REVERSE-VIDEO,TRSM4AVR,Iconvex.Specs.LegacyComputingN5028.Codecs.C61,false
TRS-80-MODEL-I-INTERCHANGE,TRS-80|TRS-80-MODEL-I|TRSM1ICH,Iconvex.Specs.LegacyComputingN5028.Codecs.C47,false
TRS-80-MODEL-I-ORIGINAL-VIDEO,TRSM1ORG,Iconvex.Specs.LegacyComputingN5028.Codecs.C48,false
TRS-80-MODEL-I-REVISED-VIDEO,TRSM1REV,Iconvex.Specs.LegacyComputingN5028.Codecs.C49,false
TRS-80-MODEL-III-INTERNATIONAL-INTERCHANGE,TRSM3IIN,Iconvex.Specs.LegacyComputingN5028.Codecs.C50,false
TRS-80-MODEL-III-INTERNATIONAL-VIDEO,TRSM3VIN,Iconvex.Specs.LegacyComputingN5028.Codecs.C53,false
TRS-80-MODEL-III-KATAKANA-INTERCHANGE,TRSM3IJP,Iconvex.Specs.LegacyComputingN5028.Codecs.C51,false
TRS-80-MODEL-III-KATAKANA-VIDEO,TRSM3VJP,Iconvex.Specs.LegacyComputingN5028.Codecs.C54,false
TRS-80-MODEL-III-REVERSE-INTERCHANGE,TRSM3IRV,Iconvex.Specs.LegacyComputingN5028.Codecs.C52,false
TRS-80-MODEL-III-REVERSE-VIDEO,TRSM3VRV,Iconvex.Specs.LegacyComputingN5028.Codecs.C55,false
TSCII,TSCII-1.7,Iconvex.Specs.GlibcCharmaps.Codecs.C1,false
UNICODE-APPLE:MacArabic,Mac-Arabic,Iconvex.Specs.VendorMappings.Codecs.C004,false
UNICODE-APPLE:MacCentralEurope,Mac-Central-Europe|MacCentEuro,Iconvex.Specs.VendorMappings.Codecs.C006,false
UNICODE-APPLE:MacCroatian,Mac-Croatian,Iconvex.Specs.VendorMappings.Codecs.C009,false
UNICODE-APPLE:MacCyrillic,Mac-Cyrillic,Iconvex.Specs.VendorMappings.Codecs.C010,false
UNICODE-APPLE:MacGreek,Mac-Greek,Iconvex.Specs.VendorMappings.Codecs.C015,false
UNICODE-APPLE:MacHebrew,Mac-Hebrew,Iconvex.Specs.VendorMappings.Codecs.C018,false
UNICODE-APPLE:MacIceland,Mac-Iceland,Iconvex.Specs.VendorMappings.Codecs.C019,false
UNICODE-APPLE:MacRoman,Mac-Roman,Iconvex.Specs.VendorMappings.Codecs.C024,false
UNICODE-APPLE:MacThai,Mac-Thai,Iconvex.Specs.VendorMappings.Codecs.C027,false
UNICODE-APPLE:MacTurkish,Mac-Turkish,Iconvex.Specs.VendorMappings.Codecs.C028,false
UNIHAN-17.0.0-KGB3-ROW-CELL-GL,,Iconvex.Specs.Unihan17KGB3RowCellGL,false
UNIVAC-I-EXPANDED-1959,SPERRY-RAND-UNIVAC-I-EXPANDED-1959|UNIVAC-I-63|UNIVAC-I-EXPANDED-SIXBIT-1959|UNIVAC-I-XS3-63,Iconvex.Specs.UNIVACIExpanded1959,false
UNIVAC-I-EXPANDED-1959-LOSSLESS-VPUA,UNIVAC-I-63-LOSSLESS-VPUA|UNIVAC-I-XS3-63-LOSSLESS-VPUA,Iconvex.Specs.UNIVACIExpanded1959LosslessVPUA,false
UNIVAC-I-EXPANDED-1959-ODD-PARITY-7BIT,UNIVAC-I-63-ODD-PARITY-7BIT|UNIVAC-I-EXPANDED-1959-CHECKED|UNIVAC-I-EXPANDED-1959-SEPTET,Iconvex.Specs.UNIVACIExpanded1959OddParity7Bit,false
UNIVAC-I-EXPANDED-1959-PAPER-TAPE-ROW,UNIVAC-I-63-PAPER-TAPE|UNIVAC-I-TAPE-TRACK-1234S567,Iconvex.Specs.UNIVACIExpanded1959PaperTapeRow,false
UNIVAC-I-EXPANDED-1959-RAW-VPUA,UNIVAC-I-63-RAW-VPUA|UNIVAC-I-XS3-63-RAW-VPUA,Iconvex.Specs.UNIVACIExpanded1959RawVPUA,false
US-ARMY-GTA-31-70-001-TAP-CODE-PAIR-VALUES,GTA-31-70-001-TAP-CODE-PAIR-VALUES|POW-TAP-CODE-5X5-PAIR-VALUES|US-ARMY-POW-TAP-CODE-PAIR-VALUES,Iconvex.Specs.USArmyTapCodePairValues,false
US-ASCII-QUOTES,ASCII-TYPOGRAPHIC-QUOTES,Iconvex.Specs.UnicodeLegacyMappings.Codecs.C5,false
UTF-1,ISO-10646-UTF-1|ISO-IR-178|UTF1|csISO10646UTF1,Iconvex.Specs.UTF1,false
"UTF-16,version=1",,Iconvex.Specs.ICUUTF16Version1,false
"UTF-16,version=2",,Iconvex.Specs.ICUUTF16Version2,false
UTF-18-24BE,UTF-18-24-BE|UTF18-24BE,Iconvex.Specs.UTF18BE24,false
UTF-18-24LE,UTF-18-24-LE|UTF18-24LE,Iconvex.Specs.UTF18LE24,false
UTF-5,DRAFT-JSENG-UTF5-01|UTF5,Iconvex.Specs.UTF5,false
UTF-6,DRAFT-IETF-IDN-UTF6-00|UTF6,Iconvex.Specs.UTF6,false
UTF-7-IMAP,IMAP-MODIFIED-UTF-7|IMAP-UTF-7|MODIFIED-UTF-7,Iconvex.Specs.IMAPUTF7,true
UTF-8-MAC,UTF-8-HFS|UTF-8-HFS-PLUS|UTF8-HFS|UTF8-MAC,Iconvex.Specs.UTF8Mac,true
UTF-8-SIG,PYTHON-UTF-8-SIG|UTF8-SIG,Iconvex.Specs.UTF8Sig,true
UTF-9-16BE,UTF-9-16-BE|UTF9-16BE,Iconvex.Specs.UTF9BE16,false
UTF-9-16LE,UTF-9-16-LE|UTF9-16LE,Iconvex.Specs.UTF9LE16,false
UTF-EBCDIC,UTFEBCDIC|UTF_EBCDIC,Iconvex.Specs.UTFEBCDIC,false
UTF16_OppositeEndian,,Iconvex.Specs.ICUUTF16OppositeEndian,false
UTF16_PlatformEndian,,Iconvex.Specs.ICUUTF16PlatformEndian,false
UTF32_OppositeEndian,,Iconvex.Specs.ICUUTF32OppositeEndian,false
UTF32_PlatformEndian,,Iconvex.Specs.ICUUTF32PlatformEndian,false
VIETUNICODE-2002-VNI-ANSI-WIN-UNIX,ENCODE-VN-0.06-X-VIET-VNI,Iconvex.Specs.VietUnicodeVNI.ANSI2002,false
VIETUNICODE-2002-VNI-ASCII-DOS,ENCODE-VN-0.06-X-VIET-VNI-ASCII,Iconvex.Specs.VietUnicodeVNI.ASCII2002,false
VIETUNICODE-2002-VNI-INTERNET-MAIL,ENCODE-VN-0.06-X-VIET-VNI-EMAIL,Iconvex.Specs.VietUnicodeVNI.InternetMail2002,false
VIETUNICODE-2002-VNI-MAC,ENCODE-VN-0.06-X-VIET-VNI-MAC,Iconvex.Specs.VietUnicodeVNI.Mac2002,false
VIQR,VIQR-1.1|csVIQR,Iconvex.Specs.VIQR,true
VSCII-2,ISO-IR-180|TCVN-5712-2|TCVN-VN2|TCVN5712-2|TCVN5712-2:1993|VN2|VSCII,Iconvex.Specs.VSCII2,false
Ventura-International,csVenturaInternational,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C12,false
Ventura-Math,csVenturaMath,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C13,false
Ventura-US,csVenturaUS,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C14,false
WANG-1983-WISCII-PDF-F4043449-WIKIPEDIA-REV1352856854,,Iconvex.Specs.Secondary.WangWiscii1983WikipediaRev1352856854,false
WIKIPEDIA-REV1340817319-EKI-SAMI-WIN-CP1270,,Iconvex.Specs.Secondary.WikipediaEkiSamiWinCp1270Rev1340817319,false
WIKIPEDIA-REV1354794598-PARATYPE-WINDOWS-POLYTONIC-GREEK,,Iconvex.Specs.Secondary.WikipediaWindowsPolytonicGreekRev1354794598,false
WIN-SAMI-2,WINDOWS-SAMI2|WS2,Iconvex.Specs.GlibcCharmaps.Codecs.C29,false
WINDOWS-BESTFIT-1250,Windows-Best-Fit-1250|bestfit1250,Iconvex.Specs.WindowsBestFit.Codecs.C6,false
WINDOWS-BESTFIT-1251,Windows-Best-Fit-1251|bestfit1251,Iconvex.Specs.WindowsBestFit.Codecs.C7,false
WINDOWS-BESTFIT-1252,Windows-Best-Fit-1252|bestfit1252,Iconvex.Specs.WindowsBestFit.Codecs.C8,false
WINDOWS-BESTFIT-1253,Windows-Best-Fit-1253|bestfit1253,Iconvex.Specs.WindowsBestFit.Codecs.C9,false
WINDOWS-BESTFIT-1254,Windows-Best-Fit-1254|bestfit1254,Iconvex.Specs.WindowsBestFit.Codecs.C10,false
WINDOWS-BESTFIT-1255,Windows-Best-Fit-1255|bestfit1255,Iconvex.Specs.WindowsBestFit.Codecs.C11,false
WINDOWS-BESTFIT-1256,Windows-Best-Fit-1256|bestfit1256,Iconvex.Specs.WindowsBestFit.Codecs.C12,false
WINDOWS-BESTFIT-1257,Windows-Best-Fit-1257|bestfit1257,Iconvex.Specs.WindowsBestFit.Codecs.C13,false
WINDOWS-BESTFIT-1258,Windows-Best-Fit-1258|bestfit1258,Iconvex.Specs.WindowsBestFit.Codecs.C14,false
WINDOWS-BESTFIT-1361,Windows-Best-Fit-1361|bestfit1361,Iconvex.Specs.WindowsBestFit.Codecs.C15,false
WINDOWS-BESTFIT-874,Windows-Best-Fit-874|bestfit874,Iconvex.Specs.WindowsBestFit.Codecs.C1,false
WINDOWS-BESTFIT-932,Windows-Best-Fit-932|bestfit932,Iconvex.Specs.WindowsBestFit.Codecs.C2,false
WINDOWS-BESTFIT-936,Windows-Best-Fit-936|bestfit936,Iconvex.Specs.WindowsBestFit.Codecs.C3,false
WINDOWS-BESTFIT-949,Windows-Best-Fit-949|bestfit949,Iconvex.Specs.WindowsBestFit.Codecs.C4,false
WINDOWS-BESTFIT-950,Windows-Best-Fit-950|bestfit950,Iconvex.Specs.WindowsBestFit.Codecs.C5,false
WTF-8,WOBBLY-TRANSFORMATION-FORMAT-8|WTF8,Iconvex.Specs.WTF8,false
X-USER-DEFINED,x_user_defined,Iconvex.Specs.XUserDefined,false
ZAPF-DINGBATS-ENCODING,Adobe-Zapf-Dingbats|Zapf-Dingbats,Iconvex.Specs.VendorMappings.Codecs.C003,false
ZX-SPECTRUM,ZX-SPECTRUM-CHARSET|ZXSPCTRM,Iconvex.Specs.LegacyComputingN5028.Codecs.C70,false
ZX-SPECTRUM-DESKTOP,ZXDESKTP,Iconvex.Specs.LegacyComputingN5028.Codecs.C64,false
ZX-SPECTRUM-FZX-CP1252,ZXFZXSLT,Iconvex.Specs.LegacyComputingN5028.Codecs.C69,false
ZX-SPECTRUM-FZX-KOI8,ZXFZXKOI,Iconvex.Specs.LegacyComputingN5028.Codecs.C65,false
ZX-SPECTRUM-FZX-LATIN1,ZXFZXLT1,Iconvex.Specs.LegacyComputingN5028.Codecs.C66,false
ZX-SPECTRUM-FZX-LATIN5,ZXFZXLT5,Iconvex.Specs.LegacyComputingN5028.Codecs.C67,false
ZX-SPECTRUM-FZX-PUA,ZXFZXPUA,Iconvex.Specs.LegacyComputingN5028.Codecs.C68,false
ZX80,ZX80-CHARSET,Iconvex.Specs.LegacyComputingN5028.Codecs.C62,false
ZX81,ZX81-CHARSET,Iconvex.Specs.LegacyComputingN5028.Codecs.C63,false
dk-us,,Iconvex.Specs.RFC1345.Codecs.C085,false
ebcdic-xml-us,,Iconvex.Specs.ICUUCM.Codecs.C1,false
euc-jp-2007,X-EUC-JP|eucjis|ujis,Iconvex.Specs.ICUMultibyte.Codecs.C2,false
euc-tw-2014,ibm-964_VPUA,Iconvex.Specs.ICUMultibyte.Codecs.C3,false
greek-ccitt,iso-ir-150,Iconvex.Specs.RFC1345.Codecs.C074,false
greek7,ELOT-927|ELOT927|iso-ir-88,Iconvex.Specs.RFC1345.Codecs.C040,false
greek7-old,iso-ir-18,Iconvex.Specs.RFC1345.Codecs.C017,false
ibm-1006_P100-1995,1006|IBM1006|cp1006|ibm-1006|ibm-1006_VPUA|x-IBM1006,Iconvex.Specs.ICUUCM.Codecs.C2,false
ibm-1025_P100-1995,1025|cp1025|ibm-1025|ibm-1025_STD|x-IBM1025,Iconvex.Specs.ICUUCM.Codecs.C3,false
ibm-1026_P100-1995,1026|CP1026|IBM1026|csIBM1026|ibm-1026|ibm-1026_STD,Iconvex.Specs.ICUUCM.Codecs.C4,false
ibm-1047_P100-1995,1047|IBM1047|cp1047|ibm-1047|ibm-1047_STD,Iconvex.Specs.ICUUCM.Codecs.C5,false
"ibm-1047_P100-1995,swaplfnl",IBM1047_LF|ibm-1047-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C3,false
ibm-1051_P100-1995,ibm-1051|ibm-1051_STD|x-roman8,Iconvex.Specs.ICUUCM.Codecs.C6,false
ibm-1089_P100-1995,1089|8859_6|cp1089|ibm-1089_STD|windows-28596|x-ISO-8859-6S,Iconvex.Specs.ICUUCM.Codecs.C7,false
ibm-1097_P100-1995,1097|cp1097|ibm-1097|ibm-1097_VPUA|x-IBM1097,Iconvex.Specs.ICUUCM.Codecs.C8,false
ibm-1098_P100-1995,1098|IBM1098|cp1098|ibm-1098|ibm-1098_VSUB_VPUA|x-IBM1098,Iconvex.Specs.ICUUCM.Codecs.C9,false
ibm-1112_P100-1995,1112|cp1112|ibm-1112|ibm-1112_STD|x-IBM1112,Iconvex.Specs.ICUUCM.Codecs.C10,false
ibm-1122_P100-1999,1122|cp1122|ibm-1122|ibm-1122_STD|x-IBM1122,Iconvex.Specs.ICUUCM.Codecs.C11,false
ibm-1123_P100-1995,1123|cp1123|ibm-1123|ibm-1123_STD|x-IBM1123,Iconvex.Specs.ICUUCM.Codecs.C12,false
ibm-1124_P100-1996,1124|cp1124|ibm-1124|ibm-1124_STD|x-IBM1124,Iconvex.Specs.ICUUCM.Codecs.C13,false
ibm-1125_P100-1997,cp1125|ibm-1125|ibm-1125_VSUB,Iconvex.Specs.ICUUCM.Codecs.C14,false
ibm-1129_P100-1997,ibm-1129|ibm-1129_STD,Iconvex.Specs.ICUUCM.Codecs.C15,false
ibm-1130_P100-1997,ibm-1130|ibm-1130_STD,Iconvex.Specs.ICUUCM.Codecs.C16,false
ibm-1131_P100-1997,ibm-1131_VSUB,Iconvex.Specs.ICUUCM.Codecs.C17,false
ibm-1132_P100-1998,ibm-1132|ibm-1132_STD,Iconvex.Specs.ICUUCM.Codecs.C18,false
ibm-1133_P100-1997,ibm-1133|ibm-1133_STD,Iconvex.Specs.ICUUCM.Codecs.C19,false
ibm-1137_P100-1999,ibm-1137|ibm-1137_STD,Iconvex.Specs.ICUUCM.Codecs.C20,false
ibm-1140_P100-1997,CCSID01140|CP01140|IBM01140|cp1140|ebcdic-us-37+euro|ibm-1140|ibm-1140_STD,Iconvex.Specs.ICUUCM.Codecs.C21,false
"ibm-1140_P100-1997,swaplfnl",ibm-1140-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C4,false
ibm-1141_P100-1997,CCSID01141|CP01141|IBM01141|cp1141|ebcdic-de-273+euro|ibm-1141|ibm-1141_STD,Iconvex.Specs.ICUUCM.Codecs.C22,false
"ibm-1141_P100-1997,swaplfnl",IBM1141_LF|ibm-1141-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C5,false
ibm-1142_P100-1997,CCSID01142|CP01142|IBM01142|cp1142|ebcdic-dk-277+euro|ebcdic-no-277+euro|ibm-1142|ibm-1142_STD,Iconvex.Specs.ICUUCM.Codecs.C23,false
"ibm-1142_P100-1997,swaplfnl",ibm-1142-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C6,false
ibm-1143_P100-1997,CCSID01143|CP01143|IBM01143|cp1143|ebcdic-fi-278+euro|ebcdic-se-278+euro|ibm-1143|ibm-1143_STD,Iconvex.Specs.ICUUCM.Codecs.C24,false
"ibm-1143_P100-1997,swaplfnl",ibm-1143-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C7,false
ibm-1144_P100-1997,CCSID01144|CP01144|IBM01144|cp1144|ebcdic-it-280+euro|ibm-1144|ibm-1144_STD,Iconvex.Specs.ICUUCM.Codecs.C25,false
"ibm-1144_P100-1997,swaplfnl",ibm-1144-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C8,false
ibm-1145_P100-1997,CCSID01145|CP01145|IBM01145|cp1145|ebcdic-es-284+euro|ibm-1145|ibm-1145_STD,Iconvex.Specs.ICUUCM.Codecs.C26,false
"ibm-1145_P100-1997,swaplfnl",ibm-1145-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C9,false
ibm-1146_P100-1997,CCSID01146|CP01146|IBM01146|cp1146|ebcdic-gb-285+euro|ibm-1146|ibm-1146_STD,Iconvex.Specs.ICUUCM.Codecs.C27,false
"ibm-1146_P100-1997,swaplfnl",ibm-1146-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C10,false
ibm-1147_P100-1997,CCSID01147|CP01147|IBM01147|cp1147|ebcdic-fr-297+euro|ibm-1147|ibm-1147_STD,Iconvex.Specs.ICUUCM.Codecs.C28,false
"ibm-1147_P100-1997,swaplfnl",ibm-1147-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C11,false
ibm-1148_P100-1997,CCSID01148|CP01148|IBM01148|cp1148|ebcdic-international-500+euro|ibm-1148|ibm-1148_STD,Iconvex.Specs.ICUUCM.Codecs.C29,false
"ibm-1148_P100-1997,swaplfnl",ibm-1148-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C12,false
ibm-1149_P100-1997,CCSID01149|CP01149|IBM01149|cp1149|ebcdic-is-871+euro|ibm-1149|ibm-1149_STD,Iconvex.Specs.ICUUCM.Codecs.C30,false
"ibm-1149_P100-1997,swaplfnl",ibm-1149-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C13,false
ibm-1153_P100-1999,IBM1153|ibm-1153|ibm-1153_STD|x-IBM1153,Iconvex.Specs.ICUUCM.Codecs.C31,false
"ibm-1153_P100-1999,swaplfnl",ibm-1153-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C14,false
ibm-1154_P100-1999,ibm-1154|ibm-1154_STD,Iconvex.Specs.ICUUCM.Codecs.C32,false
ibm-1155_P100-1999,ibm-1155|ibm-1155_STD,Iconvex.Specs.ICUUCM.Codecs.C33,false
ibm-1156_P100-1999,ibm-1156|ibm-1156_STD,Iconvex.Specs.ICUUCM.Codecs.C34,false
ibm-1157_P100-1999,ibm-1157|ibm-1157_STD,Iconvex.Specs.ICUUCM.Codecs.C35,false
ibm-1158_P100-1999,ibm-1158|ibm-1158_STD,Iconvex.Specs.ICUUCM.Codecs.C36,false
ibm-1160_P100-1999,ibm-1160|ibm-1160_STD,Iconvex.Specs.ICUUCM.Codecs.C37,false
ibm-1162_P100-1999,ibm-1162|ibm-1162_STD,Iconvex.Specs.ICUUCM.Codecs.C38,false
ibm-1164_P100-1999,ibm-1164|ibm-1164_STD,Iconvex.Specs.ICUUCM.Codecs.C39,false
ibm-1168_P100-2002,ibm-1168|ibm-1168_STD|windows-21866,Iconvex.Specs.ICUUCM.Codecs.C40,false
ibm-1250_P100-1995,ibm-1250_STD,Iconvex.Specs.ICUUCM.Codecs.C41,false
ibm-1251_P100-1995,ibm-1251_STD,Iconvex.Specs.ICUUCM.Codecs.C42,false
ibm-1252_P100-2000,ibm-1252_STD,Iconvex.Specs.ICUUCM.Codecs.C43,false
ibm-1253_P100-1995,ibm-1253_STD,Iconvex.Specs.ICUUCM.Codecs.C44,false
ibm-1254_P100-1995,ibm-1254_STD,Iconvex.Specs.ICUUCM.Codecs.C45,false
ibm-1255_P100-1995,ibm-1255_STD,Iconvex.Specs.ICUUCM.Codecs.C46,false
ibm-1256_P110-1997,ibm-1256_STD,Iconvex.Specs.ICUUCM.Codecs.C47,false
ibm-1257_P100-1995,ibm-1257_STD,Iconvex.Specs.ICUUCM.Codecs.C48,false
ibm-1258_P100-1997,ibm-1258|ibm-1258_STD,Iconvex.Specs.ICUUCM.Codecs.C49,false
ibm-12712_P100-1998,ebcdic-he|ibm-12712|ibm-12712_STD,Iconvex.Specs.ICUUCM.Codecs.C50,false
"ibm-12712_P100-1998,swaplfnl",ibm-12712-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C15,false
ibm-1276_P100-1995,ibm-1276|ibm-1276_VASCII,Iconvex.Specs.ICUUCM.Codecs.C51,false
ibm-1363_P110-1997,ibm-1363|ibm-1363_VASCII_VSUB_VPUA|x-IBM1363,Iconvex.Specs.ICUMultibyte.Codecs.C4,false
ibm-1363_P11B-1998,cp1363|ibm-1363_VSUB_VPUA|ksc|windows-949|x-IBM1363C,Iconvex.Specs.ICUMultibyte.Codecs.C5,false
ibm-1364_P110-2007,ibm-1364|ibm-1364_VPUA|x-IBM1364,Iconvex.Specs.ICUEBCDICStateful.Codecs.C1,true
ibm-1371_P100-1999,ibm-1371|ibm-1371_VPUA|x-IBM1371,Iconvex.Specs.ICUEBCDICStateful.Codecs.C2,true
ibm-1373_P100-2002,ibm-1373|ibm-1373_VSUB_VPUA|windows-950,Iconvex.Specs.ICUMultibyte.Codecs.C6,false
ibm-1375_P100-2008,HKSCS-BIG5|big5hk|ibm-1375|ibm-1375_VPUA,Iconvex.Specs.ICUMultibyte.Codecs.C7,false
ibm-1383_P110-1999,1383|cp1383|ibm-1383_VPUA,Iconvex.Specs.ICUMultibyte.Codecs.C8,false
ibm-1386_P100-2001,cp1386|ibm-1386_VSUB_VPUA,Iconvex.Specs.ICUMultibyte.Codecs.C9,false
ibm-1388_P100-2024,ibm-1388|ibm-1388_VPUA|ibm-9580|x-IBM1388,Iconvex.Specs.ICUEBCDICStateful.Codecs.C3,true
ibm-1390_P110-2003,ibm-1390|ibm-1390_VPUA|x-IBM1390,Iconvex.Specs.ICUEBCDICStateful.Codecs.C4,true
ibm-1399_P110-2003,ibm-1399|ibm-1399_VPUA|x-IBM1399,Iconvex.Specs.ICUEBCDICStateful.Codecs.C5,true
ibm-16684_P110-2003,ibm-16684|ibm-16684_VPUA|ibm-20780,Iconvex.Specs.ICUMultibyte.Codecs.C10,false
ibm-16804_X110-1999,ebcdic-ar|ibm-16804|ibm-16804_STD,Iconvex.Specs.ICUUCM.Codecs.C52,false
"ibm-16804_X110-1999,swaplfnl",ibm-16804-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C16,false
ibm-273_P100-1995,273|CP273|IBM273|csIBM273|ebcdic-de|ibm-273|ibm-273_STD,Iconvex.Specs.ICUUCM.Codecs.C53,false
ibm-277_P100-1995,277|EBCDIC-CP-DK|EBCDIC-CP-NO|IBM277|cp277|csIBM277|ebcdic-dk|ibm-277|ibm-277_STD,Iconvex.Specs.ICUUCM.Codecs.C54,false
ibm-278_P100-1995,278|IBM278|cp278|csIBM278|ebcdic-cp-fi|ebcdic-cp-se|ebcdic-sv|ibm-278|ibm-278_STD,Iconvex.Specs.ICUUCM.Codecs.C55,false
ibm-280_P100-1995,280|CP280|IBM280|csIBM280|ebcdic-cp-it|ibm-280|ibm-280_STD,Iconvex.Specs.ICUUCM.Codecs.C56,false
ibm-284_P100-1995,284|CP284|IBM284|cpibm284|csIBM284|ebcdic-cp-es|ibm-284|ibm-284_STD,Iconvex.Specs.ICUUCM.Codecs.C57,false
ibm-285_P100-1995,285|CP285|IBM285|cpibm285|csIBM285|ebcdic-cp-gb|ebcdic-gb|ibm-285|ibm-285_STD,Iconvex.Specs.ICUUCM.Codecs.C58,false
ibm-290_P100-1995,csIBM290|ibm-290|ibm-290_STD,Iconvex.Specs.ICUUCM.Codecs.C59,false
ibm-297_P100-1995,297|IBM297|cp297|cpibm297|csIBM297|ebcdic-cp-fr|ibm-297|ibm-297_STD,Iconvex.Specs.ICUUCM.Codecs.C60,false
ibm-33722_P120-1999,33722|cp33722|ibm-33722_VASCII_VPUA|ibm-5050|x-IBM33722|x-IBM33722A|x-IBM33722C,Iconvex.Specs.ICUMultibyte.Codecs.C11,false
ibm-33722_P12A_P12A-2004_U2,ibm-33722_VPUA,Iconvex.Specs.ICUMultibyte.Codecs.C12,false
ibm-33722_P12A_P12A-2009_U2,,Iconvex.Specs.ICUMultibyte.Codecs.C13,false
ibm-37_P100-1995,037|IBM037|cp037|cp37|cpibm37|csIBM037|ebcdic-cp-ca|ebcdic-cp-nl|ebcdic-cp-us|ebcdic-cp-wt|ibm-037|ibm-37|ibm-37_STD,Iconvex.Specs.ICUUCM.Codecs.C61,false
"ibm-37_P100-1995,swaplfnl",ibm-37-s390|ibm037-s390,Iconvex.Specs.ICUSwapLFNL.Codecs.C1,false
ibm-420_X120-1999,420|csIBM420|ibm-420|ibm-420_STD,Iconvex.Specs.ICUUCM.Codecs.C62,false
ibm-424_P100-1995,424|IBM424|cp424|csIBM424|ebcdic-cp-he|ibm-424|ibm-424_STD,Iconvex.Specs.ICUUCM.Codecs.C63,false
ibm-437_P100-1995,437|IBM437|cp437|csPC8CodePage437|ibm-437|ibm-437_VSUB|windows-437,Iconvex.Specs.ICUUCM.Codecs.C64,false
ibm-4517_P100-2005,ibm-4517|ibm-4517_VPUA,Iconvex.Specs.ICUUCM.Codecs.C65,false
ibm-4899_P100-1998,ibm-4899|ibm-4899_STD,Iconvex.Specs.ICUUCM.Codecs.C66,false
ibm-4909_P100-1999,ibm-4909|ibm-4909_STD,Iconvex.Specs.ICUUCM.Codecs.C67,false
ibm-4971_P100-1999,ibm-4971|ibm-4971_STD,Iconvex.Specs.ICUUCM.Codecs.C68,false
ibm-500_P100-1995,500|CP500|IBM500|csIBM500|ebcdic-cp-be|ebcdic-cp-ch|ibm-500|ibm-500_STD,Iconvex.Specs.ICUUCM.Codecs.C69,false
ibm-5012_P100-1999,8859_8|hebrew8|ibm-5012|ibm-5012_STD|windows-28598,Iconvex.Specs.ICUUCM.Codecs.C70,false
ibm-5123_P100-1999,ibm-5123|ibm-5123_STD,Iconvex.Specs.ICUUCM.Codecs.C71,false
