canonical,aliases,module,stateful
ICU-ARCHIVE-glibc-KOI8_T-2.3.3,glibc-KOI8_T-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C207,false
ICU-ARCHIVE-glibc-KOI8_U-2.1.2,KOI8_U,Iconvex.Specs.ICUArchive.Codecs.C208,false
ICU-ARCHIVE-glibc-KOI8_U-2.3.3,glibc-KOI8_U-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C209,false
ICU-ARCHIVE-glibc-KOI_8-2.1.2,KOI_8,Iconvex.Specs.ICUArchive.Codecs.C210,false
ICU-ARCHIVE-glibc-KSC5636-2.3.3,glibc-KSC5636-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C211,false
ICU-ARCHIVE-glibc-LATIN_GREEK-2.1.2,LATIN_GREEK,Iconvex.Specs.ICUArchive.Codecs.C212,false
ICU-ARCHIVE-glibc-LATIN_GREEK_1-2.1.2,LATIN_GREEK_1,Iconvex.Specs.ICUArchive.Codecs.C213,false
ICU-ARCHIVE-glibc-MACINTOSH-2.1.2,,Iconvex.Specs.ICUArchive.Codecs.C214,false
ICU-ARCHIVE-glibc-MACINTOSH-2.3.3,glibc-MACINTOSH-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C215,false
ICU-ARCHIVE-glibc-MAC_IS-2.1.2,MAC_IS,Iconvex.Specs.ICUArchive.Codecs.C216,false
ICU-ARCHIVE-glibc-MAC_SAMI-2.3.3,glibc-MAC_SAMI-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C217,false
ICU-ARCHIVE-glibc-MAC_UK-2.1.2,MAC_UK,Iconvex.Specs.ICUArchive.Codecs.C218,false
ICU-ARCHIVE-glibc-MSZ_7795.3-2.3.3,glibc-MSZ_7795.3-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C219,false
ICU-ARCHIVE-glibc-NATS_DANO-2.1.2,NATS_DANO,Iconvex.Specs.ICUArchive.Codecs.C220,false
ICU-ARCHIVE-glibc-NATS_SEFI-2.1.2,NATS_SEFI,Iconvex.Specs.ICUArchive.Codecs.C221,false
ICU-ARCHIVE-glibc-NC_NC00_10-2.3.3,glibc-NC_NC00_10-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C222,false
ICU-ARCHIVE-glibc-NF_Z_62_010-2.3.3,glibc-NF_Z_62_010-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C223,false
ICU-ARCHIVE-glibc-NF_Z_62_010_1973-2.3.3,glibc-NF_Z_62_010_1973-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C224,false
ICU-ARCHIVE-glibc-NS_4551_1-2.3.3,glibc-NS_4551_1-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C225,false
ICU-ARCHIVE-glibc-NS_4551_2-2.3.3,glibc-NS_4551_2-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C226,false
ICU-ARCHIVE-glibc-PT-2.3.3,glibc-PT-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C227,false
ICU-ARCHIVE-glibc-PT154-2.3.3,glibc-PT154-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C228,false
ICU-ARCHIVE-glibc-PT2-2.3.3,glibc-PT2-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C229,false
ICU-ARCHIVE-glibc-RK1048-2.3.3,glibc-RK1048-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C230,false
ICU-ARCHIVE-glibc-SEN_850200_B-2.3.3,glibc-SEN_850200_B-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C231,false
ICU-ARCHIVE-glibc-SEN_850200_C-2.3.3,glibc-SEN_850200_C-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C232,false
ICU-ARCHIVE-glibc-SJIS-2.1.2,,Iconvex.Specs.ICUArchive.Codecs.C233,false
ICU-ARCHIVE-glibc-SJIS-2.3.3,glibc-SJIS-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C234,false
ICU-ARCHIVE-glibc-T.61_8BIT-2.3.3,glibc-T.61_8BIT-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C235,false
ICU-ARCHIVE-glibc-TIS_620-2.1.2,,Iconvex.Specs.ICUArchive.Codecs.C236,false
ICU-ARCHIVE-glibc-UHC-2.1.2,,Iconvex.Specs.ICUArchive.Codecs.C237,false
ICU-ARCHIVE-glibc-UHC-2.3.3,glibc-UHC-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C238,false
ICU-ARCHIVE-glibc-VISCII-2.3.3,glibc-VISCII-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C239,false
ICU-ARCHIVE-glibc-WIN_SAMI_2-2.3.3,glibc-WIN_SAMI_2-2.3.3,Iconvex.Specs.ICUArchive.Codecs.C240,false
ICU-ARCHIVE-hpux-big5-11.11,hpux-big5-11.11,Iconvex.Specs.ICUArchive.Codecs.C241,false
ICU-ARCHIVE-hpux-cp1140-11.11,hpux-cp1140-11.11,Iconvex.Specs.ICUArchive.Codecs.C242,false
ICU-ARCHIVE-hpux-cp1141-11.11,hpux-cp1141-11.11,Iconvex.Specs.ICUArchive.Codecs.C243,false
ICU-ARCHIVE-hpux-cp1142-11.11,hpux-cp1142-11.11,Iconvex.Specs.ICUArchive.Codecs.C244,false
ICU-ARCHIVE-hpux-cp1143-11.11,hpux-cp1143-11.11,Iconvex.Specs.ICUArchive.Codecs.C245,false
ICU-ARCHIVE-hpux-cp1144-11.11,hpux-cp1144-11.11,Iconvex.Specs.ICUArchive.Codecs.C246,false
ICU-ARCHIVE-hpux-cp1145-11.11,hpux-cp1145-11.11,Iconvex.Specs.ICUArchive.Codecs.C247,false
ICU-ARCHIVE-hpux-cp1146-11.11,hpux-cp1146-11.11,Iconvex.Specs.ICUArchive.Codecs.C248,false
ICU-ARCHIVE-hpux-cp1147-11.11,hpux-cp1147-11.11,Iconvex.Specs.ICUArchive.Codecs.C249,false
ICU-ARCHIVE-hpux-cp1148-11.11,hpux-cp1148-11.11,Iconvex.Specs.ICUArchive.Codecs.C250,false
ICU-ARCHIVE-hpux-cp1149-11.11,hpux-cp1149-11.11,Iconvex.Specs.ICUArchive.Codecs.C251,false
ICU-ARCHIVE-hpux-cp1250-11.11,hpux-cp1250-11.11,Iconvex.Specs.ICUArchive.Codecs.C252,false
ICU-ARCHIVE-hpux-cp1251-11.11,hpux-cp1251-11.11,Iconvex.Specs.ICUArchive.Codecs.C253,false
ICU-ARCHIVE-hpux-cp1252-11.11,hpux-cp1252-11.11,Iconvex.Specs.ICUArchive.Codecs.C254,false
ICU-ARCHIVE-hpux-cp1253-11.11,hpux-cp1253-11.11,Iconvex.Specs.ICUArchive.Codecs.C255,false
ICU-ARCHIVE-hpux-cp1254-11.11,hpux-cp1254-11.11,Iconvex.Specs.ICUArchive.Codecs.C256,false
ICU-ARCHIVE-hpux-cp1255-11.11,hpux-cp1255-11.11,Iconvex.Specs.ICUArchive.Codecs.C257,false
ICU-ARCHIVE-hpux-cp1256-11.11,hpux-cp1256-11.11,Iconvex.Specs.ICUArchive.Codecs.C258,false
ICU-ARCHIVE-hpux-cp1257-11.11,hpux-cp1257-11.11,Iconvex.Specs.ICUArchive.Codecs.C259,false
ICU-ARCHIVE-hpux-cp1258-11.11,hpux-cp1258-11.11,Iconvex.Specs.ICUArchive.Codecs.C260,false
ICU-ARCHIVE-hpux-cp437-11.11,hpux-cp437-11.11,Iconvex.Specs.ICUArchive.Codecs.C261,false
ICU-ARCHIVE-hpux-cp737-11.11,hpux-cp737-11.11,Iconvex.Specs.ICUArchive.Codecs.C262,false
ICU-ARCHIVE-hpux-cp775-11.11,hpux-cp775-11.11,Iconvex.Specs.ICUArchive.Codecs.C263,false
ICU-ARCHIVE-hpux-cp850-11.11,hpux-cp850-11.11,Iconvex.Specs.ICUArchive.Codecs.C264,false
ICU-ARCHIVE-hpux-cp852-11.11,hpux-cp852-11.11,Iconvex.Specs.ICUArchive.Codecs.C265,false
ICU-ARCHIVE-hpux-cp855-11.11,hpux-cp855-11.11,Iconvex.Specs.ICUArchive.Codecs.C266,false
ICU-ARCHIVE-hpux-cp857-11.11,hpux-cp857-11.11,Iconvex.Specs.ICUArchive.Codecs.C267,false
ICU-ARCHIVE-hpux-cp860-11.11,hpux-cp860-11.11,Iconvex.Specs.ICUArchive.Codecs.C268,false
ICU-ARCHIVE-hpux-cp861-11.11,hpux-cp861-11.11,Iconvex.Specs.ICUArchive.Codecs.C269,false
ICU-ARCHIVE-hpux-cp862-11.11,hpux-cp862-11.11,Iconvex.Specs.ICUArchive.Codecs.C270,false
ICU-ARCHIVE-hpux-cp863-11.11,hpux-cp863-11.11,Iconvex.Specs.ICUArchive.Codecs.C271,false
ICU-ARCHIVE-hpux-cp864-11.11,hpux-cp864-11.11,Iconvex.Specs.ICUArchive.Codecs.C272,false
ICU-ARCHIVE-hpux-cp865-11.11,hpux-cp865-11.11,Iconvex.Specs.ICUArchive.Codecs.C273,false
ICU-ARCHIVE-hpux-cp866-11.11,hpux-cp866-11.11,Iconvex.Specs.ICUArchive.Codecs.C274,false
ICU-ARCHIVE-hpux-cp869-11.11,hpux-cp869-11.11,Iconvex.Specs.ICUArchive.Codecs.C275,false
ICU-ARCHIVE-hpux-cp874-11.11,hpux-cp874-11.11,Iconvex.Specs.ICUArchive.Codecs.C276,false
ICU-ARCHIVE-hpux-eucJP-11.11,hpux-eucJP-11.11,Iconvex.Specs.ICUArchive.Codecs.C277,false
ICU-ARCHIVE-hpux-eucJP0201-11.11,hpux-eucJP0201-11.11,Iconvex.Specs.ICUArchive.Codecs.C278,false
ICU-ARCHIVE-hpux-eucJPMS-11.11,hpux-eucJPMS-11.11,Iconvex.Specs.ICUArchive.Codecs.C279,false
ICU-ARCHIVE-hpux-eucKR-11.11,hpux-eucKR-11.11,Iconvex.Specs.ICUArchive.Codecs.C280,false
ICU-ARCHIVE-hpux-eucTW-11.11,hpux-eucTW-11.11,Iconvex.Specs.ICUArchive.Codecs.C281,false
ICU-ARCHIVE-hpux-greee-11.11,hpux-greee-11.11,Iconvex.Specs.ICUArchive.Codecs.C282,false
ICU-ARCHIVE-hpux-hkbig5-11.11,hpux-hkbig5-11.11,Iconvex.Specs.ICUArchive.Codecs.C283,false
ICU-ARCHIVE-hpux-hp15CN-11.11,hpux-hp15CN-11.11,Iconvex.Specs.ICUArchive.Codecs.C284,false
ICU-ARCHIVE-hpux-iso81-11.0,iso81,Iconvex.Specs.ICUArchive.Codecs.C285,false
ICU-ARCHIVE-hpux-iso815-11.0,iso815,Iconvex.Specs.ICUArchive.Codecs.C286,false
ICU-ARCHIVE-hpux-iso82-11.0,iso82,Iconvex.Specs.ICUArchive.Codecs.C287,false
ICU-ARCHIVE-hpux-iso85-11.0,iso85,Iconvex.Specs.ICUArchive.Codecs.C288,false
ICU-ARCHIVE-hpux-iso86-11.0,iso86,Iconvex.Specs.ICUArchive.Codecs.C289,false
ICU-ARCHIVE-hpux-iso87-11.0,iso87,Iconvex.Specs.ICUArchive.Codecs.C290,false
ICU-ARCHIVE-hpux-iso87-11.11,hpux-iso87-11.11,Iconvex.Specs.ICUArchive.Codecs.C291,false
ICU-ARCHIVE-hpux-iso88-11.0,iso88,Iconvex.Specs.ICUArchive.Codecs.C292,false
ICU-ARCHIVE-hpux-iso89-11.0,iso89,Iconvex.Specs.ICUArchive.Codecs.C293,false
ICU-ARCHIVE-hpux-roc15-11.11,hpux-roc15-11.11,Iconvex.Specs.ICUArchive.Codecs.C294,false
ICU-ARCHIVE-hpux-roma8-11.0,roma8,Iconvex.Specs.ICUArchive.Codecs.C295,false
ICU-ARCHIVE-hpux-sjis-11.11,hpux-sjis-11.11,Iconvex.Specs.ICUArchive.Codecs.C296,false
ICU-ARCHIVE-hpux-sjis0201-11.11,hpux-sjis0201-11.11,Iconvex.Specs.ICUArchive.Codecs.C297,false
ICU-ARCHIVE-hpux-sjisMS-11.11,hpux-sjisMS-11.11,Iconvex.Specs.ICUArchive.Codecs.C298,false
ICU-ARCHIVE-hpux-thai8-11.0,,Iconvex.Specs.ICUArchive.Codecs.C299,false
ICU-ARCHIVE-ibm-1004_P100-1995,ibm-1004_P100-1995|ibm-1004_VSUB,Iconvex.Specs.ICUArchive.Codecs.C300,false
ICU-ARCHIVE-ibm-1006_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C301,false
ICU-ARCHIVE-ibm-1006_X100-1995,ibm-1006_STD|ibm-1006_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C302,false
ICU-ARCHIVE-ibm-1008_P100-1995,ibm-1008_P100-1995|ibm-1008_VPUA,Iconvex.Specs.ICUArchive.Codecs.C303,false
ICU-ARCHIVE-ibm-1008_X100-1995,ibm-1008_STD|ibm-1008_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C304,false
ICU-ARCHIVE-ibm-1009_P100-1995,ibm-1009_P100-1995|ibm-1009_VASCII,Iconvex.Specs.ICUArchive.Codecs.C305,false
ICU-ARCHIVE-ibm-1010_P100-1995,ibm-1010_P100-1995|ibm-1010_VASCII,Iconvex.Specs.ICUArchive.Codecs.C306,false
ICU-ARCHIVE-ibm-1011_P100-1995,ibm-1011_P100-1995|ibm-1011_VASCII,Iconvex.Specs.ICUArchive.Codecs.C307,false
ICU-ARCHIVE-ibm-1012_P100-1995,ibm-1012_P100-1995|ibm-1012_VASCII,Iconvex.Specs.ICUArchive.Codecs.C308,false
ICU-ARCHIVE-ibm-1013_P100-1995,ibm-1013_P100-1995|ibm-1013_VASCII,Iconvex.Specs.ICUArchive.Codecs.C309,false
ICU-ARCHIVE-ibm-1014_P100-1995,ibm-1014_P100-1995|ibm-1014_VASCII,Iconvex.Specs.ICUArchive.Codecs.C310,false
ICU-ARCHIVE-ibm-1015_P100-1995,ibm-1015_P100-1995|ibm-1015_VASCII,Iconvex.Specs.ICUArchive.Codecs.C311,false
ICU-ARCHIVE-ibm-1016_P100-1995,ibm-1016_P100-1995|ibm-1016_VASCII,Iconvex.Specs.ICUArchive.Codecs.C312,false
ICU-ARCHIVE-ibm-1017_P100-1995,ibm-1017_P100-1995|ibm-1017_VASCII,Iconvex.Specs.ICUArchive.Codecs.C313,false
ICU-ARCHIVE-ibm-1018_P100-1995,ibm-1018_P100-1995|ibm-1018_VASCII,Iconvex.Specs.ICUArchive.Codecs.C314,false
ICU-ARCHIVE-ibm-1019_P100-1995,ibm-1019_P100-1995|ibm-1019_VASCII,Iconvex.Specs.ICUArchive.Codecs.C315,false
ICU-ARCHIVE-ibm-1020_P100-2003,ibm-1020_P100-2003|ibm-1020_VASCII,Iconvex.Specs.ICUArchive.Codecs.C316,false
ICU-ARCHIVE-ibm-1021_P100-2003,ibm-1021_P100-2003|ibm-1021_VASCII,Iconvex.Specs.ICUArchive.Codecs.C317,false
ICU-ARCHIVE-ibm-1023_P100-2003,ibm-1023_P100-2003|ibm-1023_VASCII,Iconvex.Specs.ICUArchive.Codecs.C318,false
ICU-ARCHIVE-ibm-1025_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C319,false
ICU-ARCHIVE-ibm-1026_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C320,false
ICU-ARCHIVE-ibm-1027_P100-1995,ibm-1027_P100-1995|ibm-1027_STD,Iconvex.Specs.ICUArchive.Codecs.C321,false
ICU-ARCHIVE-ibm-1040_P100-1995,ibm-1040_P100-1995|ibm-1040_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C322,false
ICU-ARCHIVE-ibm-1041_P100-1995,ibm-1041_P100-1995|ibm-1041_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C323,false
ICU-ARCHIVE-ibm-1042_P100-1995,ibm-1042_P100-1995|ibm-1042_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C324,false
ICU-ARCHIVE-ibm-1043_P100-1995,ibm-1043_P100-1995|ibm-1043_VSUB,Iconvex.Specs.ICUArchive.Codecs.C325,false
ICU-ARCHIVE-ibm-1046_X110-1999,ibm-1046_STD|ibm-1046_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C326,false
ICU-ARCHIVE-ibm-1047_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C327,false
ICU-ARCHIVE-ibm-1051_P100-1999,ibm-1051_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C328,false
ICU-ARCHIVE-ibm-1088_P100-1995,ibm-1088_P100-1995|ibm-1088_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C329,false
ICU-ARCHIVE-ibm-1089_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C330,false
ICU-ARCHIVE-ibm-1097_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C331,false
ICU-ARCHIVE-ibm-1097_X100-1995,ibm-1097_STD|ibm-1097_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C332,false
ICU-ARCHIVE-ibm-1098_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C333,false
ICU-ARCHIVE-ibm-1098_X100-1995,ibm-1098_VSUB|ibm-1098_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C334,false
ICU-ARCHIVE-ibm-1100_P100-2003,ibm-1100_P100-2003|ibm-1100_STD,Iconvex.Specs.ICUArchive.Codecs.C335,false
ICU-ARCHIVE-ibm-1101_P100-2003,ibm-1101_P100-2003|ibm-1101_VASCII,Iconvex.Specs.ICUArchive.Codecs.C336,false
ICU-ARCHIVE-ibm-1102_P100-2003,ibm-1102_P100-2003|ibm-1102_VASCII,Iconvex.Specs.ICUArchive.Codecs.C337,false
ICU-ARCHIVE-ibm-1103_P100-2003,ibm-1103_P100-2003|ibm-1103_VASCII,Iconvex.Specs.ICUArchive.Codecs.C338,false
ICU-ARCHIVE-ibm-1104_P100-2003,ibm-1104_P100-2003|ibm-1104_VASCII,Iconvex.Specs.ICUArchive.Codecs.C339,false
ICU-ARCHIVE-ibm-1105_P100-2003,ibm-1105_P100-2003|ibm-1105_VASCII,Iconvex.Specs.ICUArchive.Codecs.C340,false
ICU-ARCHIVE-ibm-1106_P100-2003,ibm-1106_P100-2003|ibm-1106_VASCII,Iconvex.Specs.ICUArchive.Codecs.C341,false
ICU-ARCHIVE-ibm-1107_P100-2003,ibm-1107_P100-2003|ibm-1107_VASCII,Iconvex.Specs.ICUArchive.Codecs.C342,false
ICU-ARCHIVE-ibm-1112_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C343,false
ICU-ARCHIVE-ibm-1114_P100-1995,ibm-1114_P100-1995|ibm-1114_VSUB,Iconvex.Specs.ICUArchive.Codecs.C344,false
ICU-ARCHIVE-ibm-1114_P100-2001,ibm-1114_P100-2001|ibm-1114_STD,Iconvex.Specs.ICUArchive.Codecs.C345,false
ICU-ARCHIVE-ibm-1115_P100-1995,ibm-1115_P100-1995|ibm-1115_VSUB,Iconvex.Specs.ICUArchive.Codecs.C346,false
ICU-ARCHIVE-ibm-1122_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C347,false
ICU-ARCHIVE-ibm-1123_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C348,false
ICU-ARCHIVE-ibm-1124_X100-1996,ibm-1124_X100-1996,Iconvex.Specs.ICUArchive.Codecs.C349,false
ICU-ARCHIVE-ibm-1125_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C350,false
ICU-ARCHIVE-ibm-1126_P100-1997,ibm-1126_P100-1997|ibm-1126_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C351,false
ICU-ARCHIVE-ibm-1126_P100_P100-1997_U3,ibm-1126_P100_P100-1997_U3,Iconvex.Specs.ICUArchive.Codecs.C352,false
ICU-ARCHIVE-ibm-1127_P100-2004,ibm-1127_P100-2004|ibm-1127_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C353,false
ICU-ARCHIVE-ibm-1129_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C354,false
ICU-ARCHIVE-ibm-1130_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C355,false
ICU-ARCHIVE-ibm-1131_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C356,false
ICU-ARCHIVE-ibm-1132_P100-1997,ibm-1132_P100-1997,Iconvex.Specs.ICUArchive.Codecs.C357,false
ICU-ARCHIVE-ibm-1132_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C358,false
ICU-ARCHIVE-ibm-1133_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C359,false
ICU-ARCHIVE-ibm-1137_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C360,false
ICU-ARCHIVE-ibm-1137_PMOD-1999,ibm-1137_PMOD-1999,Iconvex.Specs.ICUArchive.Codecs.C361,false
ICU-ARCHIVE-ibm-1140_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C362,false
ICU-ARCHIVE-ibm-1141_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C363,false
ICU-ARCHIVE-ibm-1142_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C364,false
ICU-ARCHIVE-ibm-1143_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C365,false
ICU-ARCHIVE-ibm-1144_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C366,false
ICU-ARCHIVE-ibm-1145_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C367,false
ICU-ARCHIVE-ibm-1146_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C368,false
ICU-ARCHIVE-ibm-1147_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C369,false
ICU-ARCHIVE-ibm-1148_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C370,false
ICU-ARCHIVE-ibm-1149_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C371,false
ICU-ARCHIVE-ibm-1153_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C372,false
ICU-ARCHIVE-ibm-1154_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C373,false
ICU-ARCHIVE-ibm-1155_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C374,false
ICU-ARCHIVE-ibm-1156_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C375,false
ICU-ARCHIVE-ibm-1157_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C376,false
ICU-ARCHIVE-ibm-1158_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C377,false
ICU-ARCHIVE-ibm-1159_P100-1999,ibm-1159_P100-1999|ibm-1159_STD,Iconvex.Specs.ICUArchive.Codecs.C378,false
ICU-ARCHIVE-ibm-1160_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C379,false
ICU-ARCHIVE-ibm-1161_P100-1999,ibm-1161_P100-1999|ibm-1161_VSUB,Iconvex.Specs.ICUArchive.Codecs.C380,false
ICU-ARCHIVE-ibm-1162_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C381,false
ICU-ARCHIVE-ibm-1163_P100-1999,ibm-1163_P100-1999|ibm-1163_STD,Iconvex.Specs.ICUArchive.Codecs.C382,false
ICU-ARCHIVE-ibm-1164_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C383,false
ICU-ARCHIVE-ibm-1165_P101-2000,ibm-1165_P101-2000|ibm-1165_STD,Iconvex.Specs.ICUArchive.Codecs.C384,false
ICU-ARCHIVE-ibm-1166_P100-2002,ibm-1166_P100-2002|ibm-1166_STD,Iconvex.Specs.ICUArchive.Codecs.C385,false
ICU-ARCHIVE-ibm-1167_P100-2002,ibm-1167_P100-2002|ibm-1167_STD,Iconvex.Specs.ICUArchive.Codecs.C386,false
ICU-ARCHIVE-ibm-1168_P100-2002,,Iconvex.Specs.ICUArchive.Codecs.C387,false
ICU-ARCHIVE-ibm-1174_X100-2007,ibm-1174_STD|ibm-1174_X100-2007,Iconvex.Specs.ICUArchive.Codecs.C388,false
ICU-ARCHIVE-ibm-1250_P100-1999,ibm-1250_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C389,false
ICU-ARCHIVE-ibm-1251_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C390,false
ICU-ARCHIVE-ibm-1252_P100-2000,,Iconvex.Specs.ICUArchive.Codecs.C391,false
ICU-ARCHIVE-ibm-1253_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C392,false
ICU-ARCHIVE-ibm-1254_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C393,false
ICU-ARCHIVE-ibm-1255_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C394,false
ICU-ARCHIVE-ibm-1256_P110-1997,,Iconvex.Specs.ICUArchive.Codecs.C395,false
ICU-ARCHIVE-ibm-1257_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C396,false
ICU-ARCHIVE-ibm-1258_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C397,false
ICU-ARCHIVE-ibm-12712_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C398,false
ICU-ARCHIVE-ibm-1275_P100-1995,ibm-1275_P100-1995|ibm-1275_VPUA,Iconvex.Specs.ICUArchive.Codecs.C399,false
ICU-ARCHIVE-ibm-1275_X100-1995,ibm-1275_STD|ibm-1275_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C400,false
ICU-ARCHIVE-ibm-1276_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C401,false
ICU-ARCHIVE-ibm-1277_P100-1995,ibm-1277_P100-1995|ibm-1277_VASCII,Iconvex.Specs.ICUArchive.Codecs.C402,false
ICU-ARCHIVE-ibm-1280_P100-1996,ibm-1280_P100-1996|ibm-1280_STD,Iconvex.Specs.ICUArchive.Codecs.C403,false
ICU-ARCHIVE-ibm-1281_P100-1996,ibm-1281_P100-1996|ibm-1281_VPUA,Iconvex.Specs.ICUArchive.Codecs.C404,false
ICU-ARCHIVE-ibm-1282_P100-1996,ibm-1282_P100-1996|ibm-1282_STD,Iconvex.Specs.ICUArchive.Codecs.C405,false
ICU-ARCHIVE-ibm-1283_P100-1996,ibm-1283_P100-1996|ibm-1283_STD,Iconvex.Specs.ICUArchive.Codecs.C406,false
ICU-ARCHIVE-ibm-1284_P100-1996,ibm-1284_P100-1996|ibm-1284_VPUA,Iconvex.Specs.ICUArchive.Codecs.C407,false
ICU-ARCHIVE-ibm-1285_P100-1996,ibm-1285_P100-1996|ibm-1285_VPUA,Iconvex.Specs.ICUArchive.Codecs.C408,false
ICU-ARCHIVE-ibm-13121_P100-1995,ibm-13121_P100-1995|ibm-13121_STD,Iconvex.Specs.ICUArchive.Codecs.C409,false
ICU-ARCHIVE-ibm-13124_P100-1995,ibm-13124_P100-1995|ibm-13124_STD,Iconvex.Specs.ICUArchive.Codecs.C410,false
ICU-ARCHIVE-ibm-13124_P10A-1995,ibm-13124_P10A-1995,Iconvex.Specs.ICUArchive.Codecs.C411,false
ICU-ARCHIVE-ibm-13125_P100-1997,ibm-13125_P100-1997|ibm-13125_VPUA,Iconvex.Specs.ICUArchive.Codecs.C412,false
ICU-ARCHIVE-ibm-13140_P101-2000,ibm-13140_P101-2000|ibm-13140_STD,Iconvex.Specs.ICUArchive.Codecs.C413,false
ICU-ARCHIVE-ibm-13143_P101-2000,ibm-13143_P101-2000|ibm-13143_STD,Iconvex.Specs.ICUArchive.Codecs.C414,false
ICU-ARCHIVE-ibm-13145_P101-2000,ibm-13145_P101-2000|ibm-13145_STD,Iconvex.Specs.ICUArchive.Codecs.C415,false
ICU-ARCHIVE-ibm-13156_P101-2000,ibm-13156_P101-2000|ibm-13156_VPUA,Iconvex.Specs.ICUArchive.Codecs.C416,false
ICU-ARCHIVE-ibm-13157_P101-2000,ibm-13157_P101-2000|ibm-13157_STD,Iconvex.Specs.ICUArchive.Codecs.C417,false
