catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,iconvex,coverage_status,implementation_disposition,wikipedia_source_ids,wikipedia_urls,all_source_ids,all_source_urls,statuses
ENC-0164,Code page 1115,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 64306528,https://en.wikipedia.org/wiki/Code_page_1115,wikidata:Q96375204 | wikipedia:pageid 64306528,https://www.wikidata.org/wiki/Q96375204 | https://en.wikipedia.org/wiki/Code_page_1115,
ENC-0165,Code page 1116,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,no,remaining,codec_gap,wikipedia:pageid 63939909,https://en.wikipedia.org/wiki/Code_page_1116,wikidata:Q96375205 | wikipedia:pageid 63939909,https://www.wikidata.org/wiki/Q96375205 | https://en.wikipedia.org/wiki/Code_page_1116,
ENC-0166,Code page 1117,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,no,remaining,codec_gap,wikipedia:pageid 43222757,https://en.wikipedia.org/wiki/Code_page_1117,wikidata:Q17510261 | wikipedia:pageid 43222757,https://www.wikidata.org/wiki/Q17510261 | https://en.wikipedia.org/wiki/Code_page_1117,
ENC-0167,Code page 1118,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 43210137,https://en.wikipedia.org/wiki/Code_page_1118,wikipedia:pageid 43210137,https://en.wikipedia.org/wiki/Code_page_1118,
ENC-0168,Code page 1124,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53170645,https://en.wikipedia.org/wiki/Code_page_1124,wikidata:Q30591615 | wikipedia:pageid 53170645,https://www.wikidata.org/wiki/Q30591615 | https://en.wikipedia.org/wiki/Code_page_1124,
ENC-0169,Code page 1127,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 64317073,https://en.wikipedia.org/wiki/Code_page_1127,wikipedia:pageid 64317073,https://en.wikipedia.org/wiki/Code_page_1127,
ENC-0170,Code page 1129,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 64317192,https://en.wikipedia.org/wiki/Code_page_1129,wikipedia:pageid 64317192,https://en.wikipedia.org/wiki/Code_page_1129,
ENC-0171,Code page 1133,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 12852680,https://en.wikipedia.org/wiki/Code_page_1133,wikidata:Q5140102 | wikipedia:pageid 12852680,https://www.wikidata.org/wiki/Q5140102 | https://en.wikipedia.org/wiki/Code_page_1133,
ENC-0172,Code page 1163,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 64317200,https://en.wikipedia.org/wiki/Code_page_1163,wikipedia:pageid 64317200,https://en.wikipedia.org/wiki/Code_page_1163,
ENC-0173,Code page 1167,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53269356,https://en.wikipedia.org/wiki/Code_page_1167,wikipedia:pageid 53269356,https://en.wikipedia.org/wiki/Code_page_1167,
ENC-0174,Code page 1168,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 52471565,https://en.wikipedia.org/wiki/Code_page_1168,wikipedia:pageid 52471565,https://en.wikipedia.org/wiki/Code_page_1168,
ENC-0175,Code page 1200,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 54488655,https://en.wikipedia.org/wiki/Code_page_1200,wikipedia:pageid 54488655,https://en.wikipedia.org/wiki/Code_page_1200,
ENC-0176,Code page 12000,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 54488649,https://en.wikipedia.org/wiki/Code_page_12000,wikipedia:pageid 54488649,https://en.wikipedia.org/wiki/Code_page_12000,
ENC-0177,Code page 1201,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 54488659,https://en.wikipedia.org/wiki/Code_page_1201,wikipedia:pageid 54488659,https://en.wikipedia.org/wiki/Code_page_1201,
ENC-0178,Code page 1275,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 54488729,https://en.wikipedia.org/wiki/Code_page_1275,wikipedia:pageid 54488729,https://en.wikipedia.org/wiki/Code_page_1275,
ENC-0179,Code page 1276,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53165950,https://en.wikipedia.org/wiki/Code_page_1276,wikipedia:pageid 53165950,https://en.wikipedia.org/wiki/Code_page_1276,
ENC-0180,Code page 1287,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53173888,https://en.wikipedia.org/wiki/Code_page_1287,wikidata:Q28814797 | wikipedia:pageid 53173888,https://www.wikidata.org/wiki/Q28814797 | https://en.wikipedia.org/wiki/Code_page_1287,
ENC-0181,Code page 1288,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53173987,https://en.wikipedia.org/wiki/Code_page_1288,wikidata:Q28814800 | wikipedia:pageid 53173987,https://www.wikidata.org/wiki/Q28814800 | https://en.wikipedia.org/wiki/Code_page_1288,
ENC-0182,Code page 165,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 77125435,https://en.wikipedia.org/wiki/Code_page_165,wikipedia:pageid 77125435,https://en.wikipedia.org/wiki/Code_page_165,
ENC-0183,Code page 17248,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 52396560,https://en.wikipedia.org/wiki/Code_page_17248,wikipedia:pageid 52396560,https://en.wikipedia.org/wiki/Code_page_17248,
ENC-0184,Code page 20105,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 50872123,https://en.wikipedia.org/wiki/Code_page_20105,wikipedia:pageid 50872123,https://en.wikipedia.org/wiki/Code_page_20105,
ENC-0185,Code page 20106,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 50872096,https://en.wikipedia.org/wiki/Code_page_20106,wikipedia:pageid 50872096,https://en.wikipedia.org/wiki/Code_page_20106,
ENC-0186,Code page 20127,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 43244567,https://en.wikipedia.org/wiki/Code_page_20127,wikipedia:pageid 43244567,https://en.wikipedia.org/wiki/Code_page_20127,
ENC-0187,Code page 20261,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 54344628,https://en.wikipedia.org/wiki/Code_page_20261,wikipedia:pageid 54344628,https://en.wikipedia.org/wiki/Code_page_20261,
ENC-0188,Code page 20269,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 54344617,https://en.wikipedia.org/wiki/Code_page_20269,wikipedia:pageid 54344617,https://en.wikipedia.org/wiki/Code_page_20269,
ENC-0189,Code page 20866,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 42878117,https://en.wikipedia.org/wiki/Code_page_20866,wikipedia:pageid 42878117,https://en.wikipedia.org/wiki/Code_page_20866,
ENC-0190,Code page 21866,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 42878224,https://en.wikipedia.org/wiki/Code_page_21866,wikipedia:pageid 42878224,https://en.wikipedia.org/wiki/Code_page_21866,
ENC-0192,Code page 28591,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199002,https://en.wikipedia.org/wiki/Code_page_28591,wikipedia:pageid 39199002,https://en.wikipedia.org/wiki/Code_page_28591,
ENC-0193,Code page 28592,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199019,https://en.wikipedia.org/wiki/Code_page_28592,wikipedia:pageid 39199019,https://en.wikipedia.org/wiki/Code_page_28592,
ENC-0194,Code page 28593,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199030,https://en.wikipedia.org/wiki/Code_page_28593,wikipedia:pageid 39199030,https://en.wikipedia.org/wiki/Code_page_28593,
ENC-0195,Code page 28594,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199044,https://en.wikipedia.org/wiki/Code_page_28594,wikipedia:pageid 39199044,https://en.wikipedia.org/wiki/Code_page_28594,
ENC-0196,Code page 28595,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199056,https://en.wikipedia.org/wiki/Code_page_28595,wikipedia:pageid 39199056,https://en.wikipedia.org/wiki/Code_page_28595,
ENC-0197,Code page 28596,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199067,https://en.wikipedia.org/wiki/Code_page_28596,wikipedia:pageid 39199067,https://en.wikipedia.org/wiki/Code_page_28596,
ENC-0198,Code page 28597,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199076,https://en.wikipedia.org/wiki/Code_page_28597,wikipedia:pageid 39199076,https://en.wikipedia.org/wiki/Code_page_28597,
ENC-0199,Code page 28598,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199088,https://en.wikipedia.org/wiki/Code_page_28598,wikipedia:pageid 39199088,https://en.wikipedia.org/wiki/Code_page_28598,
ENC-0200,Code page 28599,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199107,https://en.wikipedia.org/wiki/Code_page_28599,wikipedia:pageid 39199107,https://en.wikipedia.org/wiki/Code_page_28599,
ENC-0201,Code page 28600,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199111,https://en.wikipedia.org/wiki/Code_page_28600,wikipedia:pageid 39199111,https://en.wikipedia.org/wiki/Code_page_28600,
ENC-0202,Code page 28601,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199120,https://en.wikipedia.org/wiki/Code_page_28601,wikipedia:pageid 39199120,https://en.wikipedia.org/wiki/Code_page_28601,
ENC-0203,Code page 28602,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199129,https://en.wikipedia.org/wiki/Code_page_28602,wikipedia:pageid 39199129,https://en.wikipedia.org/wiki/Code_page_28602,
ENC-0204,Code page 28603,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199136,https://en.wikipedia.org/wiki/Code_page_28603,wikipedia:pageid 39199136,https://en.wikipedia.org/wiki/Code_page_28603,
ENC-0205,Code page 28604,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199150,https://en.wikipedia.org/wiki/Code_page_28604,wikipedia:pageid 39199150,https://en.wikipedia.org/wiki/Code_page_28604,
ENC-0206,Code page 28605,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199155,https://en.wikipedia.org/wiki/Code_page_28605,wikipedia:pageid 39199155,https://en.wikipedia.org/wiki/Code_page_28605,
ENC-0207,Code page 28606,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199162,https://en.wikipedia.org/wiki/Code_page_28606,wikipedia:pageid 39199162,https://en.wikipedia.org/wiki/Code_page_28606,
ENC-0208,Code page 293,,wikidata_aplcodepage | wikidata_ebcdiccodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 54991743,https://en.wikipedia.org/wiki/Code_page_293,wikidata:Q39090898 | wikipedia:pageid 54991743,https://www.wikidata.org/wiki/Q39090898 | https://en.wikipedia.org/wiki/Code_page_293,
ENC-0209,Code page 310,,wikidata_aplcodepage | wikidata_ebcdiccodepage | wikipedia_character_set_page,medium,no,no,remaining,codec_gap,wikipedia:pageid 57395884,https://en.wikipedia.org/wiki/Code_page_310,wikidata:Q55607840 | wikipedia:pageid 57395884,https://www.wikidata.org/wiki/Q55607840 | https://en.wikipedia.org/wiki/Code_page_310,
ENC-0210,Code page 351,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 57419375,https://en.wikipedia.org/wiki/Code_page_351,wikipedia:pageid 57419375,https://en.wikipedia.org/wiki/Code_page_351,
ENC-0211,Code page 353,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53184113,https://en.wikipedia.org/wiki/Code_page_353,wikipedia:pageid 53184113,https://en.wikipedia.org/wiki/Code_page_353,
ENC-0212,Code page 354,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 76998339,https://en.wikipedia.org/wiki/Code_page_354,wikipedia:pageid 76998339,https://en.wikipedia.org/wiki/Code_page_354,
ENC-0213,Code page 355,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53205873,https://en.wikipedia.org/wiki/Code_page_355,wikipedia:pageid 53205873,https://en.wikipedia.org/wiki/Code_page_355,
ENC-0214,Code page 357,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53205876,https://en.wikipedia.org/wiki/Code_page_357,wikipedia:pageid 53205876,https://en.wikipedia.org/wiki/Code_page_357,
ENC-0215,Code page 358,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53205878,https://en.wikipedia.org/wiki/Code_page_358,wikipedia:pageid 53205878,https://en.wikipedia.org/wiki/Code_page_358,
ENC-0216,Code page 359,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53205879,https://en.wikipedia.org/wiki/Code_page_359,wikipedia:pageid 53205879,https://en.wikipedia.org/wiki/Code_page_359,
ENC-0217,Code page 360,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53205882,https://en.wikipedia.org/wiki/Code_page_360,wikipedia:pageid 53205882,https://en.wikipedia.org/wiki/Code_page_360,
ENC-0218,Code page 367,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 43222415,https://en.wikipedia.org/wiki/Code_page_367,wikipedia:pageid 43222415,https://en.wikipedia.org/wiki/Code_page_367,
ENC-0219,Code page 38596,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39199475,https://en.wikipedia.org/wiki/Code_page_38596,wikipedia:pageid 39199475,https://en.wikipedia.org/wiki/Code_page_38596,
ENC-0220,Code page 38598,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39199214,https://en.wikipedia.org/wiki/Code_page_38598,wikipedia:pageid 39199214,https://en.wikipedia.org/wiki/Code_page_38598,
ENC-0221,Code page 437,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1028188,https://en.wikipedia.org/wiki/Code_page_437,wikidata:Q1105757 | wikipedia:pageid 1028188,https://www.wikidata.org/wiki/Q1105757 | https://en.wikipedia.org/wiki/Code_page_437,
ENC-0222,Code page 57344,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892894,https://en.wikipedia.org/wiki/Code_page_57344,wikipedia:pageid 50892894,https://en.wikipedia.org/wiki/Code_page_57344,
ENC-0223,Code page 61439,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892905,https://en.wikipedia.org/wiki/Code_page_61439,wikipedia:pageid 50892905,https://en.wikipedia.org/wiki/Code_page_61439,
ENC-0224,Code page 65280,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892912,https://en.wikipedia.org/wiki/Code_page_65280,wikipedia:pageid 50892912,https://en.wikipedia.org/wiki/Code_page_65280,
ENC-0225,Code page 65533,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892926,https://en.wikipedia.org/wiki/Code_page_65533,wikipedia:pageid 50892926,https://en.wikipedia.org/wiki/Code_page_65533,
ENC-0226,Code page 65534,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892886,https://en.wikipedia.org/wiki/Code_page_65534,wikipedia:pageid 50892886,https://en.wikipedia.org/wiki/Code_page_65534,
ENC-0227,Code page 65535,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 50892870,https://en.wikipedia.org/wiki/Code_page_65535,wikipedia:pageid 50892870,https://en.wikipedia.org/wiki/Code_page_65535,
ENC-0228,Code page 667,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39210455,https://en.wikipedia.org/wiki/Code_page_667,wikipedia:pageid 39210455,https://en.wikipedia.org/wiki/Code_page_667,
ENC-0231,Code page 737,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1462345,https://en.wikipedia.org/wiki/Code_page_737,wikidata:Q1105733 | wikipedia:pageid 1462345,https://www.wikidata.org/wiki/Q1105733 | https://en.wikipedia.org/wiki/Code_page_737,
ENC-0232,Code page 771,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 43209996,https://en.wikipedia.org/wiki/Code_page_771,wikidata:Q17510274 | wikipedia:pageid 43209996,https://www.wikidata.org/wiki/Q17510274 | https://en.wikipedia.org/wiki/Code_page_771,
ENC-0233,Code page 772,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53184662,https://en.wikipedia.org/wiki/Code_page_772,wikidata:Q17510276 | wikipedia:pageid 53184662,https://www.wikidata.org/wiki/Q17510276 | https://en.wikipedia.org/wiki/Code_page_772,
ENC-0235,Code page 774,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53184663,https://en.wikipedia.org/wiki/Code_page_774,wikidata:Q17510281 | wikipedia:pageid 53184663,https://www.wikidata.org/wiki/Q17510281 | https://en.wikipedia.org/wiki/Code_page_774,
ENC-0237,Code page 790,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 39233396,https://en.wikipedia.org/wiki/Code_page_790,wikipedia:pageid 39233396,https://en.wikipedia.org/wiki/Code_page_790,
ENC-0238,Code page 806,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53267304,https://en.wikipedia.org/wiki/Code_page_806,wikipedia:pageid 53267304,https://en.wikipedia.org/wiki/Code_page_806,
ENC-0239,Code page 808,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 40751811,https://en.wikipedia.org/wiki/Code_page_808,wikipedia:pageid 40751811,https://en.wikipedia.org/wiki/Code_page_808,
ENC-0240,Code page 813,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53254453,https://en.wikipedia.org/wiki/Code_page_813,wikipedia:pageid 53254453,https://en.wikipedia.org/wiki/Code_page_813,
ENC-0241,Code page 819,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 39211041,https://en.wikipedia.org/wiki/Code_page_819,wikipedia:pageid 39211041,https://en.wikipedia.org/wiki/Code_page_819,
ENC-0242,code page 850,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1002424,https://en.wikipedia.org/wiki/Code_page_850,wikidata:Q1105754 | wikipedia:pageid 1002424,https://www.wikidata.org/wiki/Q1105754 | https://en.wikipedia.org/wiki/Code_page_850,
ENC-0252,Code page 861,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1462384,https://en.wikipedia.org/wiki/Code_page_861,wikidata:Q663479 | wikipedia:pageid 1462384,https://www.wikidata.org/wiki/Q663479 | https://en.wikipedia.org/wiki/Code_page_861,
ENC-0253,Code page 862,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 2819436,https://en.wikipedia.org/wiki/Code_page_862,wikidata:Q1105760 | wikipedia:pageid 2819436,https://www.wikidata.org/wiki/Q1105760 | https://en.wikipedia.org/wiki/Code_page_862,
ENC-0254,Code page 863,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1462262,https://en.wikipedia.org/wiki/Code_page_863,wikidata:Q959205 | wikipedia:pageid 1462262,https://www.wikidata.org/wiki/Q959205 | https://en.wikipedia.org/wiki/Code_page_863,
ENC-0255,Code page 864,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 33983238,https://en.wikipedia.org/wiki/Code_page_864,wikidata:Q1105762 | wikipedia:pageid 33983238,https://www.wikidata.org/wiki/Q1105762 | https://en.wikipedia.org/wiki/Code_page_864,
ENC-0256,Code page 865,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1459655,https://en.wikipedia.org/wiki/Code_page_865,wikidata:Q1105768 | wikipedia:pageid 1459655,https://www.wikidata.org/wiki/Q1105768 | https://en.wikipedia.org/wiki/Code_page_865,
ENC-0257,code page 866,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1436942,https://en.wikipedia.org/wiki/Code_page_866,wikidata:Q1105775 | wikipedia:pageid 1436942,https://www.wikidata.org/wiki/Q1105775 | https://en.wikipedia.org/wiki/Code_page_866,
ENC-0258,Code page 867,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 39176528,https://en.wikipedia.org/wiki/Code_page_867,wikidata:Q18348141 | wikipedia:pageid 39176528,https://www.wikidata.org/wiki/Q18348141 | https://en.wikipedia.org/wiki/Code_page_867,
ENC-0259,Code page 868,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 53226255,https://en.wikipedia.org/wiki/Code_page_868,wikidata:Q30680447 | wikipedia:pageid 53226255,https://www.wikidata.org/wiki/Q30680447 | https://en.wikipedia.org/wiki/Code_page_868,
ENC-0260,Code page 869,,wikidata_doscodepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 1462364,https://en.wikipedia.org/wiki/Code_page_869,wikidata:Q598294 | wikipedia:pageid 1462364,https://www.wikidata.org/wiki/Q598294 | https://en.wikipedia.org/wiki/Code_page_869,
ENC-0262,Code page 878,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 52465836,https://en.wikipedia.org/wiki/Code_page_878,wikipedia:pageid 52465836,https://en.wikipedia.org/wiki/Code_page_878,
ENC-0263,Code page 895,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 39176538,https://en.wikipedia.org/wiki/Code_page_895,wikidata:Q25303652 | wikipedia:pageid 39176538,https://www.wikidata.org/wiki/Q25303652 | https://en.wikipedia.org/wiki/Code_page_895,
ENC-0264,Code page 896,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 55771308,https://en.wikipedia.org/wiki/Code_page_896,wikidata:Q47218937 | wikipedia:pageid 55771308,https://www.wikidata.org/wiki/Q47218937 | https://en.wikipedia.org/wiki/Code_page_896,
ENC-0266,Code page 899,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 67764915,https://en.wikipedia.org/wiki/Code_page_899,wikipedia:pageid 67764915,https://en.wikipedia.org/wiki/Code_page_899,
ENC-0267,Code page 900,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 42689138,https://en.wikipedia.org/wiki/Code_page_900,wikipedia:pageid 42689138,https://en.wikipedia.org/wiki/Code_page_900,
ENC-0268,Code page 901,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 56933482,https://en.wikipedia.org/wiki/Code_page_901,wikipedia:pageid 56933482,https://en.wikipedia.org/wiki/Code_page_901,
ENC-0269,Code page 902,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 56933526,https://en.wikipedia.org/wiki/Code_page_902,wikipedia:pageid 56933526,https://en.wikipedia.org/wiki/Code_page_902,
ENC-0271,Code page 904,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 57388409,https://en.wikipedia.org/wiki/Code_page_904,wikidata:Q55607846 | wikipedia:pageid 57388409,https://www.wikidata.org/wiki/Q55607846 | https://en.wikipedia.org/wiki/Code_page_904,
ENC-0272,Code page 907,,wikidata_aplcodepage | wikidata_doscodepage | wikipedia_character_set_page,medium,no,no,remaining,codec_gap,wikipedia:pageid 54734716,https://en.wikipedia.org/wiki/Code_page_907,wikidata:Q56291572 | wikipedia:pageid 54734716,https://www.wikidata.org/wiki/Q56291572 | https://en.wikipedia.org/wiki/Code_page_907,
ENC-0273,Code page 912,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 43201834,https://en.wikipedia.org/wiki/Code_page_912,wikidata:Q17510301 | wikipedia:pageid 43201834,https://www.wikidata.org/wiki/Q17510301 | https://en.wikipedia.org/wiki/Code_page_912,
ENC-0274,Code page 913,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53254367,https://en.wikipedia.org/wiki/Code_page_913,wikipedia:pageid 53254367,https://en.wikipedia.org/wiki/Code_page_913,
ENC-0275,Code page 914,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53254446,https://en.wikipedia.org/wiki/Code_page_914,wikipedia:pageid 53254446,https://en.wikipedia.org/wiki/Code_page_914,
ENC-0276,Code page 915,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 43201840,https://en.wikipedia.org/wiki/Code_page_915,wikidata:Q17510305 | wikipedia:pageid 43201840,https://www.wikidata.org/wiki/Q17510305 | https://en.wikipedia.org/wiki/Code_page_915,
ENC-0277,Code page 916,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53199065,https://en.wikipedia.org/wiki/Code_page_916,wikipedia:pageid 53199065,https://en.wikipedia.org/wiki/Code_page_916,
ENC-0278,Code page 919,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 53254523,https://en.wikipedia.org/wiki/Code_page_919,wikipedia:pageid 53254523,https://en.wikipedia.org/wiki/Code_page_919,
ENC-0279,Code page 920,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53254527,https://en.wikipedia.org/wiki/Code_page_920,wikipedia:pageid 53254527,https://en.wikipedia.org/wiki/Code_page_920,
ENC-0280,Code page 921,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 56933443,https://en.wikipedia.org/wiki/Code_page_921,wikidata:Q55639458 | wikipedia:pageid 56933443,https://www.wikidata.org/wiki/Q55639458 | https://en.wikipedia.org/wiki/Code_page_921,
ENC-0281,Code page 922,,wikidata_codepage | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 56933521,https://en.wikipedia.org/wiki/Code_page_922,wikidata:Q55639460 | wikipedia:pageid 56933521,https://www.wikidata.org/wiki/Q55639460 | https://en.wikipedia.org/wiki/Code_page_922,
ENC-0282,Code page 923,,wikipedia_character_set_page,candidate,no,yes,implemented,implemented,wikipedia:pageid 53254530,https://en.wikipedia.org/wiki/Code_page_923,wikipedia:pageid 53254530,https://en.wikipedia.org/wiki/Code_page_923,
ENC-0284,Code page 932 (Microsoft Windows),,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 49785337,https://en.wikipedia.org/wiki/Code_page_932_%28Microsoft_Windows%29,wikipedia:pageid 49785337,https://en.wikipedia.org/wiki/Code_page_932_%28Microsoft_Windows%29,
